award_id,recipient_id,nominator_id,award_title,award_message,category_id,reasoning,award_date,monetary_value_usd,award_status
AWD00768,EMP0005,EMP0013,Teamwork & Collaboration Award,"Hey Kim, just wanted to say a huge thank you for looking after my inventory prepaid invoices on Tues",D,Strong collaboration and team support,2025-03-13,1996,Approved
AWD00769,EMP0045,EMP0025,Leadership & Management Award,I had created this image for your year of service but accidentally hit send before uploading it. I k,A,Demonstrated strong leadership and mentoring,2025-05-30,1965,Approved
AWD00770,EMP0030,EMP0036,Teamwork & Collaboration Award,Congrats on winning this weeks wheel spin(s) for our teams Xmas Advent wheel,D,Strong collaboration and team support,2025-05-30,547,Approved
AWD00771,EMP0035,EMP0036,Teamwork & Collaboration Award,"Rowan, thank you so much for your flexibility and patience as I’ve been shifting your meetings aroun",D,Strong collaboration and team support,2025-06-06,623,Approved
AWD00772,EMP0043,EMP0009,Professional Excellence Award,Thank you all for your efforts in upgrading our OEM to version 24ai. This was no simple task given t,E,Professional excellence and expertise,2025-12-06,1569,Approved
AWD00773,EMP0038,EMP0051,Teamwork & Collaboration Award,"Caoilte, thank you for your partnership these last few months around skills, future leader, AIA and",D,Strong collaboration and team support,2025-07-19,1865,Approved
AWD00774,EMP0031,EMP0005,Teamwork & Collaboration Award,"Prashant, thank you for all the hard work and detailed proposals you have put together around the sk",D,Strong collaboration and team support,2025-11-13,693,Approved
AWD00775,EMP0036,EMP0042,Teamwork & Collaboration Award,"Ladies, just wanted to take a moment to show my gratitude for the support over this Month End close.",D,Strong collaboration and team support,2025-07-04,1412,Approved
AWD00776,EMP0003,EMP0057,Professional Excellence Award,🥇Congratulations to the Lumos squad for taking the lead even before Snyk Week kicked off! Your proac,E,Professional excellence and expertise,2025-02-18,1731,Approved
AWD00777,EMP0048,EMP0037,Professional Excellence Award,Hi all  Just wanted to say thanks so much for covering my tasks while i was away ! Really means a lo,E,Strong professional contribution,2025-08-03,1015,Approved
AWD00778,EMP0025,EMP0040,Teamwork & Collaboration Award,"Marcy - This is so long overdue...creative prep, check...incredible execution, check...surprise and",D,Strong collaboration and team support,2025-07-07,214,Approved
AWD00779,EMP0050,EMP0054,Teamwork & Collaboration Award,"Thanks everyone for the collaboration, the animated discussions, and all the work in JIRA to get our",D,Strong collaboration and team support,2025-04-01,1098,Approved
AWD00780,EMP0010,EMP0051,Teamwork & Collaboration Award,"Kat, I wanted to commend you on all the challenging work you have done to move the CE Council into t",D,Strong collaboration and team support,2025-06-11,1778,Approved
AWD00781,EMP0028,EMP0037,Teamwork & Collaboration Award,"Alex, this is long overdue and I want to take a moment to recognize you for your exceptional contrib",D,Strong collaboration and team support,2025-08-07,1990,Approved
AWD00782,EMP0052,EMP0034,Customer & Client Focus Award,Thank you all for the gift of your time and attention during today's Q4 Customer Excellence All-Hand,C,Exceptional customer service and relationships,2025-07-10,322,Approved
AWD00783,EMP0019,EMP0009,Professional Excellence Award,Thank you both for representing our product roadmap at the retail all hands this week! It was VERY w,E,Professional excellence and expertise,2025-09-01,487,Approved
AWD00784,EMP0053,EMP0002,Teamwork & Collaboration Award,"Sarah, thank you for your tremendous support to ensure that MegaCorp Health's recent program review",D,Strong collaboration and team support,2025-07-26,1657,Approved
AWD00785,EMP0058,EMP0054,Customer & Client Focus Award,Couldn't beat the pun on this one! I wanted to take a moment and thank both of you for jumping in on,C,Exceptional customer service and relationships,2025-01-16,1712,Approved
AWD00786,EMP0016,EMP0050,Teamwork & Collaboration Award,Thank you so much Marcus for all your help and guidance in getting my access to Analytics Platform -,D,Strong collaboration and team support,2025-04-23,876,Approved
AWD00787,EMP0012,EMP0049,Teamwork & Collaboration Award,"Gents, I just wanted to say a big thank you for all the help and support. Any time I've had a questi",D,Strong collaboration and team support,2025-01-05,1476,Approved
AWD00788,EMP0004,EMP0056,Customer & Client Focus Award,"Ryan, just wanted to say thank you for your support as I took a few days off during the Thanksgiving",C,Exceptional customer service and relationships,2025-01-14,1945,Approved
AWD00789,EMP0012,EMP0038,Teamwork & Collaboration Award,Thank you so much for stepping in this week to support the Mid-Market account acquisition project wh,D,Strong collaboration and team support,2025-01-04,1828,Approved
AWD00790,EMP0025,EMP0048,Customer & Client Focus Award,"David, thanks so much for your quick action on the Phoenix custom approval rule ticket! The client w",C,Exceptional customer service and relationships,2025-05-07,537,Approved
AWD00791,EMP0037,EMP0055,Teamwork & Collaboration Award,"Kevin, Thank you for the significant work you did behind the scenes, together with Jake, to make Sec",D,Strong collaboration and team support,2025-12-21,139,Approved
AWD00792,EMP0042,EMP0018,Leadership & Management Award,"Thank you so much for guiding us through the Leadership Excellence Respect for All case studies, Jes",A,Demonstrated strong leadership and mentoring,2025-10-31,1511,Approved
AWD00793,EMP0037,EMP0052,Teamwork & Collaboration Award,Amanda - Thank you so much for the coaching sessions we had throughout Q4. Your approach to the sess,D,Strong collaboration and team support,2025-07-14,1672,Approved
AWD00794,EMP0053,EMP0040,Leadership & Management Award,"Thank you for the support given me during the mentoring of Lisa, specially with all the tips about t",A,Demonstrated strong leadership and mentoring,2025-08-27,671,Approved
AWD00795,EMP0007,EMP0039,Professional Excellence Award,"Chris, thank you so much for adding another deal to your plate and taking GlobalBank! Deals have bee",E,Strong professional contribution,2025-01-12,947,Approved
AWD00796,EMP0025,EMP0040,Teamwork & Collaboration Award,Thank you all so much for the amount of work you have delivered across the various active projects o,D,Strong collaboration and team support,2025-11-08,500,Approved
AWD00797,EMP0040,EMP0039,Social Responsibility & Culture Award,Thank you all for your close work on Data Mining Initiative! I know it was a tricky one and required,F,Community and social impact,2025-12-03,187,Approved
AWD00798,EMP0059,EMP0032,Teamwork & Collaboration Award,Thank you both for your continued partnership as we navigate bringing our teams closer together. I a,D,Strong collaboration and team support,2025-12-06,994,Approved
AWD00799,EMP0007,EMP0020,Teamwork & Collaboration Award,"Thank you Emma and Rachel, for your exceptional partnership on the data mining initiative. Your meti",D,Strong collaboration and team support,2025-04-03,1289,Approved
AWD00800,EMP0047,EMP0046,Teamwork & Collaboration Award,"Maya, thank you for your partnership the last few weeks in helping to bring our two teams closer tog",D,Strong collaboration and team support,2025-12-10,1027,Approved
AWD00801,EMP0004,EMP0059,Leadership & Management Award,"Alex, I cant say enough good things about you. Since youve joined you have jumped in wholeheartedly",A,Demonstrated strong leadership and mentoring,2025-02-04,1330,Approved
AWD00802,EMP0032,EMP0028,Professional Excellence Award,Huge congratulations and a heartfelt thank-you to this team for the incredible work behind our contr,E,Professional excellence and expertise,2025-01-27,1738,Approved
AWD00803,EMP0027,EMP0014,Teamwork & Collaboration Award,"Riley, Thank you for being such a strong supporter of the Nova Design System. You set a great exampl",D,Strong collaboration and team support,2025-01-31,1233,Approved
AWD00804,EMP0052,EMP0055,Teamwork & Collaboration Award,Thanks for putting together such an engaging and thoughtfully orchestrated Product Design Experience,D,Strong collaboration and team support,2025-04-03,1395,Approved
AWD00805,EMP0007,EMP0033,Leadership & Management Award,"Marcus, I want to take a moment to recognize the recent work you've done on the financial reporting",A,Demonstrated strong leadership and mentoring,2025-12-13,1772,Approved
AWD00806,EMP0030,EMP0047,Teamwork & Collaboration Award,"Jordan, well done on everything you've accomplished since returning from maternity leave. Your innov",D,Strong collaboration and team support,2025-09-15,1317,Approved
AWD00807,EMP0052,EMP0048,Teamwork & Collaboration Award,"Taylor, I just want to take a moment to recognize you for all the incredible support and the amazing",D,Strong collaboration and team support,2025-10-29,1314,Approved
AWD00808,EMP0002,EMP0046,Teamwork & Collaboration Award,Just want to take a moment to recognize and thank Casey for everything you've brought to the team du,D,Strong collaboration and team support,2025-09-24,895,Approved
AWD00809,EMP0039,EMP0045,Teamwork & Collaboration Award,Thanks Morgan for the help you're providing in migrating jobs from the current (and quite outdated),D,Strong collaboration and team support,2025-01-27,1875,Approved
AWD00810,EMP0021,EMP0055,Teamwork & Collaboration Award,Thanks for your proactive help and support with the multitude of infrastructure questions that we've,D,Strong collaboration and team support,2025-06-05,1444,Approved
AWD00811,EMP0038,EMP0048,Teamwork & Collaboration Award,Thanks Cameron for your help with getting the cache monitor setup to target multiple lower environme,D,Strong collaboration and team support,2025-02-28,952,Approved
AWD00812,EMP0026,EMP0003,Leadership & Management Award,"Diego, I wanted to thank you for all your help over the last two weeks and for being the best mentor",A,Demonstrated strong leadership and mentoring,2025-10-24,1309,Approved
AWD00813,EMP0049,EMP0028,Leadership & Management Award,Thanks for the help over the last couple days identifying the issues with virtual desktops not conne,A,Demonstrated strong leadership and mentoring,2025-03-25,1866,Approved
AWD00814,EMP0019,EMP0006,Teamwork & Collaboration Award,Thank you both for your stellar partnership over the last few months of interviewing for our teams.,D,Strong collaboration and team support,2025-11-20,308,Approved
AWD00815,EMP0041,EMP0044,Teamwork & Collaboration Award,Team - a massive thank you to all of your for participating in the Recruitment and Hiring process fo,D,Strong collaboration and team support,2025-09-02,1132,Approved
AWD00816,EMP0005,EMP0037,Professional Excellence Award,Thank you all for taking the time to attend the security onboarding this wek - it's a vital part of,E,Strong professional contribution,2025-02-03,387,Approved
AWD00817,EMP0011,EMP0002,Customer & Client Focus Award,"Drew, my sincere thanks for hopping on an impromptu call with Phoenix Corp this week! Not the best w",C,Exceptional customer service and relationships,2025-11-05,1126,Approved
AWD00818,EMP0059,EMP0025,Customer & Client Focus Award,"Team,  I wanted to thank you for the time you took to interview candidates for our mat leave contrac",C,Exceptional customer service and relationships,2025-02-03,438,Approved
AWD00819,EMP0025,EMP0045,Teamwork & Collaboration Award,"Thank you all for being a huge part of today! My runners who came in 1-4th, my bakers, and my secret",D,Strong collaboration and team support,2025-10-16,572,Approved
AWD00820,EMP0026,EMP0037,Teamwork & Collaboration Award,Thank you so much for all your hard work on the skills project this last month. I know how much ener,D,Strong collaboration and team support,2025-02-06,1402,Approved
AWD00821,EMP0032,EMP0019,Leadership & Management Award,Thanks for all your mentorship and leadership this last sprint in helping direct our teams in the ri,A,Demonstrated strong leadership and mentoring,2025-04-30,1427,Approved
AWD00822,EMP0018,EMP0007,Teamwork & Collaboration Award,"Hey Aman, thanks for your insights on setting up the archivelog cleanup jobs. It made my work lot ea",D,Strong collaboration and team support,2025-06-17,621,Approved
AWD00823,EMP0025,EMP0037,Professional Excellence Award,Congratulations to all November Attendance Challenge winners!  Your commitment sets a great example—,E,Resilience and adaptability,2025-01-01,896,Approved
AWD00824,EMP0046,EMP0058,Teamwork & Collaboration Award,I wanted to thank you both for all the effort you put in to keep my tasks up to date while I was on,D,Strong collaboration and team support,2025-10-20,1713,Approved
AWD00825,EMP0004,EMP0011,Teamwork & Collaboration Award,🥉Congratulations to the MSTeamsInt squad for securing a top-three finish during Snyk Week! Your focu,D,Strong collaboration and team support,2025-10-24,996,Approved
AWD00826,EMP0001,EMP0048,Professional Excellence Award,Thank you for all your effort in resolving the Snyk issues. It’s great to see all the pipeline steps,E,Strong professional contribution,2025-05-12,1722,Approved
AWD00827,EMP0012,EMP0043,Teamwork & Collaboration Award,"Niall, you are honestly one of the best! I've had the honor to work with you from my very first day",D,Strong collaboration and team support,2025-10-01,1915,Approved
AWD00828,EMP0032,EMP0006,Teamwork & Collaboration Award,Thank you both for facilitating another insightful offsite for our leadership team. It's always such,D,Strong collaboration and team support,2025-09-05,1537,Approved
AWD00829,EMP0009,EMP0055,Teamwork & Collaboration Award,"Thank you, David, for continuing to be a leader that is such an advocate for WH and the future strat",D,Strong collaboration and team support,2025-05-17,1990,Approved
AWD00830,EMP0018,EMP0055,Teamwork & Collaboration Award,"Kevin, thank you for leading the way and supporting the team at this crucial stage of the New My Tea",D,Strong collaboration and team support,2025-11-12,358,Approved
AWD00831,EMP0050,EMP0037,Customer & Client Focus Award,"Graham, Liam & Natallia, thank you all for your fast actions in getting TFCU and AbbVie released a d",C,Exceptional customer service and relationships,2025-09-16,358,Approved
AWD00832,EMP0028,EMP0026,Professional Excellence Award,Well done on the accessibility presentation at yesterday’s offsite! I know presenting hasn’t always,E,Professional excellence and expertise,2025-03-04,1658,Approved
AWD00833,EMP0015,EMP0049,Teamwork & Collaboration Award,Thank you all for helping me with the mini-thumbnail Terra design accessibility annotations,D,Strong collaboration and team support,2025-11-26,489,Approved
AWD00834,EMP0015,EMP0057,Social Responsibility & Culture Award,🥈Congratulations to the Ops Services squad for an exceptional performance across both stages of this,F,Community and social impact,2025-02-02,1505,Approved
AWD00835,EMP0022,EMP0032,Teamwork & Collaboration Award,"David,   I want to take a moment to thank you for putting together a meeting for us to go through so",D,Strong collaboration and team support,2025-05-05,1237,Approved
AWD00836,EMP0042,EMP0043,Professional Excellence Award,🥇Huge congratulations to the Athena squad for leading the pack during Snyk Week! Your outstanding pe,E,Professional excellence and expertise,2025-09-27,1379,Approved
AWD00837,EMP0026,EMP0038,Professional Excellence Award,"Jelena, I want to thank you for the excellent research work on Skills. The insights you shared have",E,Professional excellence and expertise,2025-11-30,1920,Approved
AWD00838,EMP0023,EMP0008,Innovation & Business Impact Award,"Team, thank you so much for the energy, organisation, and pure Holidays magic you brought once again",B,Driving innovation and business results,2025-11-02,1615,Approved
AWD00839,EMP0045,EMP0053,Teamwork & Collaboration Award,🥈Well done to the AutoCore for your impressive early progress. Your commitment to improving our secu,D,Strong collaboration and team support,2025-03-24,411,Approved
AWD00840,EMP0013,EMP0039,Teamwork & Collaboration Award,I just wanted to take a moment to thank you all for always figuring out a way together to complete t,D,Strong collaboration and team support,2025-08-25,641,Approved
AWD00841,EMP0046,EMP0045,Teamwork & Collaboration Award,Thank you so much Jennifer for taking the time to walk us through all you learned from the TechCorp,D,Strong collaboration and team support,2025-01-28,1200,Approved
AWD00842,EMP0030,EMP0054,Leadership & Management Award,"Hi David, before the week runs out, I wanted to share how much I'm enjoying working with you on the",A,Demonstrated strong leadership and mentoring,2025-05-22,1792,Approved
AWD00843,EMP0043,EMP0004,Customer & Client Focus Award,Thank you Marcus for always listening to my suggestions and feedback on some of the reports you guys,C,Exceptional customer service and relationships,2025-06-29,1738,Approved
AWD00844,EMP0024,EMP0018,Teamwork & Collaboration Award,Ryan - Thank you for always turning around product imagery updates in our design system so quickly!,D,Strong collaboration and team support,2025-06-20,1124,Approved
AWD00845,EMP0016,EMP0015,Teamwork & Collaboration Award,"Alex, I just wanted to say a HUGE thanks for helping me sort out the resourcing challenge for the Ho",D,Strong collaboration and team support,2025-03-30,1740,Approved
AWD00846,EMP0028,EMP0006,Innovation & Business Impact Award,Thank you both for your support with the Digital Accessibility concerns I had.,B,Driving innovation and business results,2025-09-19,270,Approved
AWD00847,EMP0006,EMP0040,Teamwork & Collaboration Award,Emma I just wanted to take a minute to highlight with you something I've commented on over our last,D,Strong collaboration and team support,2025-04-02,831,Approved
AWD00848,EMP0041,EMP0005,Leadership & Management Award,"Lisa, thank you for writing such a thoughtful blog post about the recent event with the Regional Tec",A,Demonstrated strong leadership and mentoring,2025-02-24,1965,Approved
AWD00849,EMP0003,EMP0054,Customer & Client Focus Award,"Team, Thank you for the huge effort you put into preparing Infrastructure Services group for Q1 2026",C,Exceptional customer service and relationships,2025-05-26,978,Approved
AWD00850,EMP0040,EMP0050,Teamwork & Collaboration Award,"Team, Thank you for your time on Friday as we explored the world of AI development together, I thoro",D,Strong collaboration and team support,2025-01-04,407,Approved
AWD00851,EMP0034,EMP0005,Teamwork & Collaboration Award,"Rachel, I just wanted to take a second to thank you for all of the leadership you have brought to th",D,Strong collaboration and team support,2025-02-28,887,Approved
AWD00852,EMP0027,EMP0044,Teamwork & Collaboration Award,"Taylor, Thank you for always advocating for our team, whether it has been for our work, upskilling o",D,Strong collaboration and team support,2025-10-25,1341,Approved
AWD00853,EMP0054,EMP0001,Leadership & Management Award,Morgan- I want to recognize the powerful tone you set for our team this year. Your ability to offer,A,Demonstrated strong leadership and mentoring,2025-09-28,1156,Approved
AWD00854,EMP0013,EMP0046,Teamwork & Collaboration Award,"Jordan, A huge thank you to you for your support as I've ramped up these past few weeks. It's been l",D,Strong collaboration and team support,2025-02-22,1506,Approved
AWD00855,EMP0058,EMP0021,Teamwork & Collaboration Award,"Casey, thank you so much for your quick assistance earlier with resetting a password for an employee",D,Strong collaboration and team support,2025-12-31,1904,Approved
AWD00856,EMP0055,EMP0013,Teamwork & Collaboration Award,"Chris, thanks for jumping in on various items while I was on leave last month. You kept the Regional",D,Strong collaboration and team support,2025-02-14,1712,Approved
AWD00857,EMP0006,EMP0017,Customer & Client Focus Award,"Jessica, huge congrats on getting all your customers over the finish line in launching Smart Analyti",C,Exceptional customer service and relationships,2025-04-15,1961,Approved
AWD00858,EMP0054,EMP0029,Teamwork & Collaboration Award,"To Sam, Just wanted to say thanks for your constant quick turnarounds and help whether it be contrac",D,Strong collaboration and team support,2025-03-28,1196,Approved
AWD00859,EMP0054,EMP0009,Teamwork & Collaboration Award,The end of each year for sales can be challenging as everyone is in hustle mode to get contracts sig,D,Strong collaboration and team support,2025-10-25,536,Approved
AWD00860,EMP0014,EMP0052,Leadership & Management Award,Parker - many thanks for assisting with the application error this morning. Within minutes of it bei,A,Demonstrated strong leadership and mentoring,2025-04-26,1328,Approved
AWD00861,EMP0035,EMP0003,Teamwork & Collaboration Award,just wanted to give you a big thanks on helping me debug and redeploy the client side ecs pipeline f,D,Strong collaboration and team support,2025-10-25,210,Approved
AWD00862,EMP0026,EMP0051,Teamwork & Collaboration Award,I wanted to take a moment to commend you on your 7 P's with our TechCorp call today.  You prepared w,D,Strong collaboration and team support,2025-04-22,164,Approved
AWD00863,EMP0020,EMP0056,Professional Excellence Award,"Emma, thank you so much for taking the time today to walk us through UTM links and share your expert",E,Professional excellence and expertise,2025-05-22,1839,Approved
AWD00864,EMP0013,EMP0044,Innovation & Business Impact Award,"Maya! Thank you so much for taking the time to give me a ""day in the life"" of a Mid-Market program m",B,Delivering business impact and results,2025-05-01,1521,Approved
AWD00865,EMP0022,EMP0009,Social Responsibility & Culture Award,"Alex, Rain or shine, day or night, you show up with the energy and charm of a golden retriever who j",F,Community and social impact,2025-02-05,943,Approved
AWD00866,EMP0028,EMP0007,Teamwork & Collaboration Award,"Jessica, thank you so much for your support over the past couple of weeks. I was unexpectedly out of",D,Strong collaboration and team support,2025-11-11,1893,Approved
AWD00867,EMP0021,EMP0035,Leadership & Management Award,Thank you Sophia for looking after the queue and the team today while the leaders were at an offsite,A,Demonstrated strong leadership and mentoring,2025-05-12,367,Approved
AWD00868,EMP0026,EMP0006,Teamwork & Collaboration Award,"David, Thank you for making projects an enjoyable, collaborative experience. Most recently, with lan",D,Strong collaboration and team support,2025-12-13,876,Approved
AWD00869,EMP0021,EMP0045,Leadership & Management Award,"Taylor and Lisa! Our recent Sterling Industries kick off call was my first time seeing you two ""in a",A,Demonstrated strong leadership and mentoring,2025-03-21,1996,Approved
AWD00870,EMP0036,EMP0056,Teamwork & Collaboration Award,Thanks Jordan for putting a training plan so quickly together and also deliver it promptly to my tea,D,Strong collaboration and team support,2025-08-11,1893,Approved
AWD00871,EMP0017,EMP0031,Teamwork & Collaboration Award,"Thank you, Morgan, for all the support and assistance you've given me with the cases today. Your hel",D,Strong collaboration and team support,2025-12-13,896,Approved
AWD00872,EMP0009,EMP0051,Customer & Client Focus Award,Casey & Riley - thank you both for creating beautiful slides for us to use when we discuss Insights,C,Exceptional customer service and relationships,2025-03-24,1762,Approved
AWD00873,EMP0028,EMP0009,Leadership & Management Award,Thanks so much sam for getting involved with the AI HR Summit today. We came with this opportunity a,A,Demonstrated strong leadership and mentoring,2025-04-05,1882,Approved
AWD00874,EMP0025,EMP0026,Leadership & Management Award,"Hey Jamie, Your recent efforts in mastering the project tracking dashboard and officially taking own",A,Demonstrated strong leadership and mentoring,2025-10-25,669,Approved
AWD00875,EMP0029,EMP0060,Teamwork & Collaboration Award,Avery - a massive thank you for your continued support in recruitment. You constantly move things to,D,Strong collaboration and team support,2025-03-13,1113,Approved
AWD00876,EMP0015,EMP0031,Teamwork & Collaboration Award,Blake- I want to take a moment to recognize and thank you for the significant progress you have made,D,Strong collaboration and team support,2025-11-01,915,Approved
AWD00877,EMP0029,EMP0059,Customer & Client Focus Award,"Drew, thank you so much for stepping in and covering for me as I took an extra few days before Thank",C,Exceptional customer service and relationships,2025-09-10,1736,Approved
AWD00878,EMP0054,EMP0033,Teamwork & Collaboration Award,"Thank you all for your vigilance and dedication over the past week, particularly on Black Friday and",D,Strong collaboration and team support,2025-06-30,583,Approved
AWD00879,EMP0050,EMP0051,Teamwork & Collaboration Award,Hi Parker - Huge congratulations for landing a featured spot in CloudTech's AI-First Enterprise whit,D,Strong collaboration and team support,2025-12-26,1683,Approved
AWD00880,EMP0027,EMP0049,Teamwork & Collaboration Award,"Happy birthday, Cameron! You bring the BEST energy into every room and interaction and you are such",D,Strong collaboration and team support,2025-06-30,803,Approved
AWD00881,EMP0016,EMP0022,Professional Excellence Award,"Dear Emma, I wanted to take the time to say a huge thank you for all the hard work you put in this y",E,Strong professional contribution,2025-08-22,549,Approved
AWD00882,EMP0032,EMP0028,Leadership & Management Award,Alex – Thank you for your exceptional support and dedication 😊 You proactively took care of my QA ac,A,Demonstrated strong leadership and mentoring,2025-02-22,1322,Approved
AWD00883,EMP0041,EMP0017,Leadership & Management Award,"Taylor, I would like to acknowledge your excellent management of a delicate customer request regardi",A,Demonstrated strong leadership and mentoring,2025-04-18,1966,Approved
AWD00884,EMP0050,EMP0039,Customer & Client Focus Award,Jordan - Recently Sarah at TechCorp shared that she is departing the organization soon. What followe,C,Exceptional customer service and relationships,2025-06-28,861,Approved
AWD00885,EMP0028,EMP0040,Teamwork & Collaboration Award,"Marcus, thank you for your ongoing support for GlobalMining Inc, it's great to have you working with",D,Strong collaboration and team support,2025-07-01,942,Approved
AWD00886,EMP0005,EMP0010,Professional Excellence Award,Riley — your determination and persistence with BusinessNews have truly paid off. Ever since you joi,E,Professional excellence and expertise,2025-05-19,1666,Approved
AWD00887,EMP0006,EMP0026,Teamwork & Collaboration Award,"Guys, thanks so much for your support and training with the month end close. It was my first time do",D,Strong collaboration and team support,2025-12-31,1295,Approved
AWD00888,EMP0011,EMP0032,Teamwork & Collaboration Award,I wanted to extend a heartfelt thank you for the time and guidance you've given me while training me,D,Strong collaboration and team support,2025-06-01,1359,Approved
AWD00889,EMP0046,EMP0012,Leadership & Management Award,"Casey, well done on completing your first official month-end close. We didn't have the easiest start",A,Demonstrated strong leadership and mentoring,2025-03-14,1660,Approved
AWD00890,EMP0053,EMP0012,Teamwork & Collaboration Award,"Thank you, team, for throwing yourselves into what first looked like a mountain of Accessibility iss",D,Strong collaboration and team support,2025-09-26,888,Approved
AWD00891,EMP0053,EMP0041,Teamwork & Collaboration Award,"Morgan, just wanted to say thank you for all your hard work in the lead up to our holiday kickoff. W",D,Strong collaboration and team support,2025-12-11,987,Approved
AWD00892,EMP0004,EMP0032,Customer & Client Focus Award,Thanks for joining the workshop and sparking some great conversation. We made some great progress to,C,Exceptional customer service and relationships,2025-11-13,383,Approved
AWD00893,EMP0031,EMP0043,Teamwork & Collaboration Award,Devon- you've been crushing the confusing conversations around our API connections so that all of ou,D,Strong collaboration and team support,2025-11-28,1231,Approved
AWD00894,EMP0052,EMP0039,Teamwork & Collaboration Award,"Sam, thank you for being the operational backbone of our team and the metaphorical external hard dri",D,Strong collaboration and team support,2025-08-20,1062,Approved
AWD00895,EMP0004,EMP0041,Teamwork & Collaboration Award,"Devon, on behalf of the Paid Media team, thank you so much for the diligence you have demonstrated i",D,Strong collaboration and team support,2025-02-24,964,Approved
AWD00896,EMP0043,EMP0056,Teamwork & Collaboration Award,"Hi Lauren, I just wanted to drop you a quick note of thanks for again jumping on to share your knowl",D,Strong collaboration and team support,2025-01-06,1756,Approved
AWD00897,EMP0025,EMP0015,Teamwork & Collaboration Award,"Sam, on this Thanksgiving week I would like to express how grateful I am to have you on the Paid Med",D,Strong collaboration and team support,2025-01-09,711,Approved
AWD00898,EMP0047,EMP0002,Teamwork & Collaboration Award,"Devon, on this Thanksgiving week I would like to express how grateful I am to have you on the Paid M",D,Strong collaboration and team support,2025-06-16,259,Approved
AWD00899,EMP0012,EMP0030,Teamwork & Collaboration Award,In the spirit of Thanksgiving and with the end of the year edging closer I just wanted to take a mom,D,Strong collaboration and team support,2025-12-02,1926,Approved
AWD00900,EMP0017,EMP0016,Teamwork & Collaboration Award,"Team, I want to take a moment to call out the teamwork last week to ensure that we had the smoothest",D,Strong collaboration and team support,2025-04-15,433,Approved
AWD00901,EMP0041,EMP0055,Teamwork & Collaboration Award,Thanks for your contribution to date during our bi-weekly FA/FPA meetings. Together we are making si,D,Strong collaboration and team support,2025-09-12,1420,Approved
AWD00902,EMP0057,EMP0007,Leadership & Management Award,"Hi Marcus, I wanted to acknowledge the tremendous work you've been doing (alone) to support the ongo",A,Demonstrated strong leadership and mentoring,2025-02-13,752,Approved
AWD00903,EMP0032,EMP0023,Professional Excellence Award,Jessica and Rachel - thank you for the incredible work you're doing to ensure our new sales reps get,E,Professional excellence and expertise,2025-08-13,1963,Approved
AWD00904,EMP0014,EMP0008,Teamwork & Collaboration Award,"Team, thanks so much to each of you for covering my tickets and projects while I was on leave. I rea",D,Strong collaboration and team support,2025-08-09,1022,Approved
AWD00905,EMP0030,EMP0047,Teamwork & Collaboration Award,Just wanted to take a moment to say thank you for covering the inbox/ status report during the holid,D,Strong collaboration and team support,2025-04-11,1093,Approved
AWD00906,EMP0025,EMP0054,Teamwork & Collaboration Award,Thank you all so much for the grace and kindness you showed me today. Receiving news this morning du,D,Strong collaboration and team support,2025-05-06,1715,Approved
AWD00907,EMP0007,EMP0039,Innovation & Business Impact Award,"Rebecca, I want to recognize your exceptional openness to feedback and your unwavering energy. You c",B,Driving innovation and business results,2025-11-01,1305,Approved
AWD00908,EMP0048,EMP0036,Professional Excellence Award,"Thank you for the clear explanation on the ticket system, from now on I will know how to open a tick",E,Strong professional contribution,2025-01-20,1433,Approved
AWD00909,EMP0049,EMP0006,Teamwork & Collaboration Award,"Dear Michael, on behalf of our group- People leader, I want to extend my appreciation for joining ou",D,Strong collaboration and team support,2025-05-23,1257,Approved
AWD00910,EMP0027,EMP0015,Leadership & Management Award,"Amanda, I wanted to recognise the remarkable leadership you bring to our team and indeed TechFlow ev",A,Demonstrated strong leadership and mentoring,2025-07-17,1019,Approved
AWD00911,EMP0026,EMP0002,Leadership & Management Award,"David, words hardly capture how much you have influenced my experience at TechFlow, but I want to tr",A,Demonstrated strong leadership and mentoring,2025-02-23,1425,Approved
AWD00912,EMP0034,EMP0002,Leadership & Management Award,Lisa thank you so much for the support you have given me in the past 3.5 years. It all started from,A,Demonstrated strong leadership and mentoring,2025-12-15,1697,Approved
AWD00913,EMP0037,EMP0018,Customer & Client Focus Award,"Your quick actions today made sure our campaign was ready to launch to our customers on schedule, th",C,Exceptional customer service and relationships,2025-10-07,445,Approved
AWD00914,EMP0046,EMP0003,Professional Excellence Award,"Sophie, I want to recognise you for your incredible curiosity, energy, and eagerness to learn. In ju",E,Professional excellence and expertise,2025-03-06,528,Approved
AWD00915,EMP0058,EMP0048,Teamwork & Collaboration Award,"Taylor & Jordan, thank you so much for taking some time out of your very busy schedules to put toget",D,Strong collaboration and team support,2025-10-01,119,Approved
AWD00916,EMP0006,EMP0013,Professional Excellence Award,Thanks for your work on business topics and congratulations on delivering your first production mode,E,Strong professional contribution,2025-07-24,1592,Approved
AWD00917,EMP0038,EMP0018,Customer & Client Focus Award,"Thank you for your work on competency analysis v3! Thanks to your efforts we added tons more skills,",C,Exceptional customer service and relationships,2025-08-15,1810,Approved
AWD00918,EMP0018,EMP0017,Leadership & Management Award,Alex - You have take the manager role to a whole new level. Your level of commitment is outstanding.,A,Demonstrated strong leadership and mentoring,2025-09-19,730,Approved
